Netweight (kg)	Trade Value (US$)
4105	59076
1205	23583
17	605
1188	22978
12889	209282
3670	57913
90	950
9129	150419
15457	302516
4017	86511
23	206
11417	215800
9030	159331
1051	27745
25	41
7954	131545
699	18129
699	18129
92	5146
92	5146
689	16263
689	16263
	10557
	10557
2122	52916
32	571
2060	50508
30	1837
60	622
60	622
293	18405
293	18405
3098	47684
2862	33234
18	397
163	7636
55	6417
337	18057
337	18057
1292	31537
838	23010
454	8527
250	9058
250	9058
100	4907
100	4907
525	15250
525	15250
515	13944
515	13944
435291	10929068
77291	2578970
53000	1987661
82000	2152299
10000	445082
67000	2541613
146000	1223443
196166	4254371
4908	104178
704	34358
21156	67359
420	17591
3200	50460
1241	123795
27684	332325
73653	1616445
36170	12127
18970	1335805
6168	411631
1550	52246
342	96051
386000	10188546
36000	2569337
4000	673601
212000	817868
51000	3132804
34000	113333
31000	1571469
18000	1310135
4744	347664
550	31271
174	16920
2426	167364
134	7374
1100	91136
360	33599
331489	5405104
3024	84794
226740	776891
260	8760
2000	32307
1107	106243
17623	1334837
13000	45230
42817	2077508
11700	5141
10452	808683
2585	81888
181	42822
177559	34745894
26559	1779618
9000	1125429
13000	595517
54000	3055194
2000	237620
53000	177348
19000	27355931
1000	419236
3782	248213
130	7772
2309	132938
598	46590
745	60913
1137920	6412721
7560	274017
93900	362049
895216	1289313
3134	330497
23965	1660733
34630	2082266
1289	103763
68512	16179
84	13986
6776	189445
2678	51594
176	38879
275501	13101083
3000	187200
42000	2261869
33058	1786136
4000	199734
47000	2603470
1000	131467
144000	5477607
1443	453601
2085	155745
208	16124
603	44111
370	31418
188	15275
716	48816
552739	3949148
6940	173636
194730	701564
304482	620272
916	147485
15195	1011879
16311	948575
750	17661
8880	222278
4375	70095
160	35703
147000	6476910
29000	1947399
12000	1067291
65000	1926304
9000	241923
3000	46729
29000	1247264
1587	116422
815	32818
285	46897
487	36708
116188	2615047
476	26537
62809	85001
662	79901
9752	533369
6570	288018
6200	2538
15720	1073103
1259	90797
4840	289450
7220	60440
555	60811
125	25082
4926	331281
121	10259
3550	229998
60	3279
1195	87745
	142612090
283	15136
	142553794
806	43160
3473795	18043672
640	1709
350	50985
2930	39121
2528677	8280237
2941	44333
3807	446873
6270	476209
340	76837
912719	7771571
2465	26726
12656	829071
	166103216
192	9406
	166039497
	54313
10850397	30406992
9013	151933
8523708	16806923
7969	10618
14440	650266
17369	824628
4231	204575
2239145	11072147
19884	57462
14638	628439
	152725282
492	27420
	152644252
962	53611
9595977	29934855
7611910	13043757
34895	130503
56316	773803
14973	474163
4241	14289
632	129483
1807957	13985750
7029	152510
53256	923724
4768	306873
	174182141
420	28697
	174096959
827	56485
7526793	26095508
3379	24610
6120111	13439681
18869	183344
10248	665130
56940	570519
580	102609
880	19894
1139911	9837057
4357	66236
120084	133700
51434	1052728
	25588527
430	27008
	25415987
2319	145532
5971337	16958991
1	9655
4751969	9273935
60620	1003189
10295	503756
14533	124339
1024550	4000205
79739	177215
29630	1866698
6858	3579
8	73
6851	3505
361	2725
231	1718
130	1006
499750	5435809
222150	2741200
129900	136648
4010	50109
2301	110525
58095	878633
58775	170505
8203	115096
3584	131065
200	1189
12531	1100838
147593	8635917
	31006
5537	861941
	9286
	2
13976	699944
56168	2827230
71913	4206507
438135	5951158
239601	3694563
16320	246665
4104	297683
155292	340021
10713	1006463
9452	129528
705	36114
1948	200123
	8721644
	319550
	376050
10648	521129
111417	4526738
	2978178
254361	5819376
187004	3083865
9792	121345
984	96930
11152	1132726
24563	583355
6671	47914
4140	345504
7205	164364
208	8584
2642	234789
	9261152
	377002
7189	400426
	237252
100880	5063175
	3183297
876230	5975404
239876	2795192
535	43642
592	104698
605761	2762046
3939	78760
25141	175230
386	15836
	9258678
	533210
5925	404490
190	337
	1127254
50927	3071850
85943	4121537
368198	3022223
50157	956923
197939	180202
835	10001
350	40419
80841	848489
21795	50312
5173	86864
2125	65708
8983	783306
132421	6382676
23225	1457464
	318881
8904	447038
85213	3434922
15079	724371
563780	43678398
628	32013
223626	18585102
19450	1041834
4691	320294
6	141
170	3870496
543	29099
190828	12360543
119518	7090643
4319	348233
35258	1725538
11878	581318
14943	731321
647	31678
7790	381222
14323696	48140833
6609000	20490533
11824	1720111
3379	105748
16418	886933
7657665	18077746
21906	6534028
3504	325735
21063	1173292
670	37312
5350	297996
373	20803
4802	267468
9869	549714
7873460	38011490
3655846	13692319
10356	1782808
5349	97380
17247	1079991
4164434	16461798
19400	4840447
828	56749
19491	1330522
8847	603940
3395	231787
7248	494796
14875089	45636235
1	63
4983361	15624963
11341	1750873
95552	241957
20540	1521055
9743712	21364978
20156	5050481
426	81865
22336	1401621
5631	353362
536	33613
7764	487216
537	33700
2252	141350
5615	352381
659586	29064915
6279	243859
1515	199917
219474	12397426
20174	1234885
381	23930
6762	423736
239393	1915768
100590	7778746
62553	4634978
2464	211670
33510	1794937
10963	587245
12366	662380
350	18769
2678	143454
7152	383090
	9900930
	9704650
4588	196280
70758	4377580
1000	68557
2000	597874
12894	75383
29849	174510
14	594
25000	3460662
	12886280
6159	206175
	12208788
1119	54771
	416545
23582	5328768
6	1386
8000	204289
268	57577
3000	566684
160	34330
1147	246009
11000	4218492
	13065850
	13065850
9925	3484876
2000	173605
190	60722
1000	753430
3	922
732	233537
6000	2262660
	17738185
3922	267714
	17403653
979	66819
3273	198983
354	61042
2919	137941
10441	4527713
15	5983
10	3896
1956	799442
461	188243
8000	3530150
29550	2716802
7000	25542
1000	71463
1198	22960
13352	255961
7000	2340876
	2549575
	2549575
	2774949
	2774949
1110	51885
1110	51885
2858	136522
2858	136522
2857	153804
392	46264
2465	107540
3026	161120
675	15397
842	56401
1509	89322
89155	2561368
14100	68299
65	10473
64854	1818645
1439	345428
8278	253736
419	64786
	13628870
18930	1013955
	2063780
696	28928
	2863
	43013
	1006523
	1960
1543	64103
	9403745
206946	1336835
5605	47059
9850	107174
462	69754
150937	614918
40092	497931
62860	2581615
22600	130578
25	7946
50	7053
32300	1320659
2060	550861
5640	536722
185	27796
74383	3503245
16300	133362
8002	1037774
12644	364483
4543	332814
18585	233552
7088	800088
7221	601172
	14075551
	890294
	2706158
4397	215205
22678	1107445
	9156449
189691	1344293
1193	25449
2370	38495
882	113044
156865	766707
3270	76929
25111	323670
51851	2805978
12782	72324
200	8159
75	6130
24007	1217618
3357	698396
11400	801440
30	1911
59291	5551688
1	43
1012	174972
1623	299214
2322	335546
648	69454
1391	73056
17353	273313
5477	340802
1866	68542
1334	356901
26264	3559844
	17410791
	2142310
	442524
807	44964
14671	651346
	1226109
9494	528821
	2135881
	10238836
84559	1032264
6946	124731
2950	54581
39230	258919
1591	63791
714	114687
33128	415555
30942	2367499
72	7646
22420	1035295
2742	697541
5708	627017
82625	4691923
49	495
30	45
380	41655
2364	482792
2860	342593
35000	4321
355	1297
22512	436489
4930	2162
616	89275
947	180610
12582	3110189
	20535251
	1442017
11	770
	3000
	1133659
	1584641
714	48712
	2415323
	1449934
	12457195
62942	934486
5394	113289
4397	76456
1061	131623
24404	231619
1296	85580
26390	295919
114661	2663693
21110	97566
53	12700
49	5113
88836	1920863
2758	461396
1715	143711
140	22344
48688	3053651
1410	257876
11860	1002797
18439	278091
6854	452190
700	32433
9425	1030264
594173	14858498
19336	426895
33950	1164859
765	47998
44239	1516524
88977	2434328
406905	9267894
155378	860318
15534	95814
7854	53565
72172	293215
59818	417723
74048	3380587
3271	445163
3486	341924
11952	624400
32189	367464
8824	948789
592	149996
13734	502851
29410	553874
537	14609
28873	539265
24865	24859
23650	20978
1215	3881
865	38078
131	6417
734	31661
29386	494595
29386	494595
	43348
	43348
26643	565952
26643	565952
734	3078
694	904
40	2174
	29100
1179	24940
	4159
39811	753404
39811	753404
11499	289107
1852	53421
170	6983
9477	228703
2250	5604
1000	1569
1250	4035
68769	8081620
160	5572
3389	234417
18227	1960745
4130	448756
13096	1120599
10165	664199
16692	3339282
2910	308050
46487	4408587
5442	536083
35633	3359313
895	158442
910	121647
2540	153320
1067	79781
103738	14473339
59	3275
6388	840550
25490	3257189
12096	957239
1753	170162
860	91258
38025	3263723
17067	5724215
2000	165728
45236	4280659
5478	619343
37123	3350968
1312	201970
1323	108378
120902	13659354
2746	57203
6245	691598
15474	2290322
6865	525552
1962	172557
62793	5373654
19190	4146404
5627	402064
52502	4650745
2801	298339
42892	3550126
3893	481085
2916	321194
181757	16294130
19	633
550	310716
7513	774732
71359	5868526
291	25973
672	64373
68926	5056772
27781	3796419
4646	395986
35813	2873198
3918	394748
23071	1788659
4449	335990
3120	241377
1255	112424
90518	8954672
220	6438
5001	384727
28075	2883971
2338	195085
6268	406114
6677	371090
8753	586326
25223	3581202
7963	539719
6441	12912
6441	12912
53958	4201697
5634	570941
41399	3075761
4954	420384
1039	63354
932	71257
22268	27482
22268	27482
4581	11133
4581	11133
53570	66243
53570	66243
	13313242
2355	163890
441	55437
1144	180839
1242	93183
	3341061
58450	1439883
605808	2580397
	4006820
2	2900
3846	1448831
165739	3402757
2000	2066
18990	48158
110	18697
93	4642
8732	236765
20550	115334
1000	545
89608	2447740
17615	238012
136	2854
312	964
3455	125442
3138	161537
62095	1073960
10445	35537
215	16716
544	62394
26005	62844
136	1423
94	4342
7597	66399
13382	728726
2469	27258
128	7619
600	54682
480	6020
3259183	19081435
2652	592120
153724	1952662
28280	1270520
2854256	6982082
204621	5702436
15650	2581613
186466	1948768
4	7701
14182	486984
2651	226426
116	7056
13250	113782
53726	461504
37087	111681
1536	65936
3038	331539
80	371
240	18139
85	3683
42556	32484
14968	54390
91	592
2856	26500
122896	3082038
1216	35308
306	6776
100	3269
62337	1430033
90	11
53792	1387574
95	1361
44	81
4916	217624
86272	1224856
15774	58238
33	3691
1231	112289
52348	129173
392	9437
62	3105
2700	114424
8397	595722
718	51427
2290	130681
2328	16669
5753274	19330391
1352320	5885208
78529	505496
1	20963
4074008	6329175
240538	3746564
7878	2842984
166080	1062897
3173	291674
137718	452556
21615	90273
750	30032
1831	185684
869	12634
19	20
105	24
174451	3134252
72	1736
309	776
24	203
110	1361
6900	17140
40014	932450
117236	1865047
785	3796
8	272
655	7621
5145	212480
3193	91368
135529	2486260
30730	334145
2355	204255
1003	83941
352	32735
28	2622
70682	151082
3121	149287
18126	1110652
2556	79152
5298	304694
265	23238
1012	10456
6567705	25016244
263066	4438279
4805	1022650
1152	36562
6182388	15596414
107111	3356437
590	9264
8593	556638
122452	2219342
52	187
4129	344234
88347	824372
26525	820829
125	5628
1283	69469
806	97500
603	31027
540	26089
42	7
438309	3198883
2625	333628
798	36133
1224	28338
975	35539
19200	27602
10375	16713
630	3258
1100	5446
10244	201264
369630	1919207
320	5017
10559	57987
1225	55033
1500	64639
7904	409078
23083	300928
1135	3450
270	1518
288	2927
10721	25978
709	3886
7911	202457
30	299
2019	60413
1491880	9925371
844	71271
146542	2840522
102713	510324
1132351	2156014
104956	3089876
4474	1257363
57402	383391
47515	191552
756	5615
2095	91658
1740	12390
530	961
1096	31367
3670	49847
332650	3209866
1480	42292
26404	44924
18425	493628
9	53
23179	108347
2500	12253
55489	1307043
177392	574244
61	234
671	119744
18000	44473
113	108
1159	60095
7768	402430
55984	689075
17087	55397
533	8864
288	18963
26543	60985
2429	51315
7189	431871
360	24322
404	3845
75	5828
1076	27684
96386	1058365
200	7040
1973	159249
69500	339949
13328	135986
1446	56790
2471	214064
592	25024
4333	72812
2543	47451
2512263	51334580
55640	787160
16450	1565780
18633	2044350
158579	10507890
312324	6255940
35428	467240
42505	2943510
1463026	20730310
1132	92740
397399	5626540
8960	75000
2187	238120
3130536	52570796
11	85
129433	1561702
23080	2077891
9786	1044414
207006	13410001
167474	4030584
43671	548220
21048	1190967
2099124	23010618
1925	133530
417739	5488928
10240	73856
2857454	49848457
1154	49601
9	46
647912	6341373
35931	273179
269695	17045748
210977	5684659
24680	286208
65881	2219914
1516047	16733914
3726	90203
60588	797343
17280	120928
3574	205342
2306443	27437770
7800	82990
19264	1756197
92620	4553291
600165	4868898
60401	583380
83847	4662559
919390	7644908
620	22411
522336	3263136
2100697	34436249
3800	44714
6148	395349
14516	1488222
109985	6412428
243680	6204690
37326	394369
60855	3631388
1175031	11650555
997	61864
448359	4152669
	32307383
98	5566
	32114455
2600	139249
	48113
4538	251470
4455	244260
83	7210
	30227592
	29995839
2459	120323
	111430
9436	602643
9103	552221
333	50422
	30181071
	30078751
	102320
11369	786975
10381	655875
884	115875
104	15225
	31248327
	31043178
2308	92933
	112216
14418	1008319
13966	941202
452	67117
4030862	30602470
4022196	30228410
558	35000
8109	339060
	4272234
17713	866859
23831	1166273
1223	59844
66	3250
654	32000
	2144008
	4003601
22436	1249773
28180	1532970
1854	103258
	2200
20024	1115400
	5254430
8216	560870
30355	1909820
5599	382200
1099	75000
921	62840
	25900
7773	423800
26573	1814000
32053	1788318
258	16165
9873	487902
1079	67708
176	11055
18014	1039048
2652	166440
35984	4253734
7102	1906085
1580	20880
1225	664822
1078	54191
1615	565215
22677	806877
707	235664
235	24639
235	24639
	3634289
6306	337769
2483	133000
	1371001
	48022
1944	104138
1317	70560
11593	580928
	988871
232932	7521000
22888	2973906
186811	2896236
578	649463
1666	166497
20988	834898
431390	7794389
15500	206230
415795	7584807
95	3352
2463	53524
6	407
2457	53117
491602	8495127
491034	8469311
7	32
561	25784
3178	117407
23	335
3155	117073
1732	164702
1732	164702
23038	2167630
1019	106163
16680	521714
805	38113
1080	299945
1895	664021
1559	537674
182366	7853117
2444	251939
627	91048
39154	2514158
2677	407531
1795	236299
133928	4207715
300	18988
1386	120952
55	4488
16259	991003
445	20918
10659	275113
736	41538
410	23592
4009	629842
123695	7991763
11853	1099855
10502	825472
580	87307
3016	323357
82596	4586007
15148	1069764
21542	1496187
2	119
1015	221587
14533	439488
1580	86196
920	49234
3492	699563
77848	4311248
27	119
11942	867098
551	48733
3240	254302
15794	1138848
4013	289016
39470	1559469
1884	85135
927	68529
12756	516300
2496	34018
6491	175839
2938	70007
265	19999
566	216437
1996679	5799943
110141	232075
481412	1351127
122842	248827
506664	1114636
15415	38753
294068	800287
14255	926299
346597	863407
105285	224531
11715	949614
360	33215
8369	299258
840	26014
630	42472
565	226585
951	322070
137292	6566803
2000	7947
11735	1199236
1037	96725
31712	2257338
30165	322126
2052	117067
4074	458036
50507	1820431
2603	172985
1407	114911
3865	1060726
1350	519043
120	96771
50	2019
50	256
2137	435376
158	7261
21762	982742
1114	3459
1266	211452
40	36785
68	2068
4870	106411
2137	508914
12267	113652
18700	1192778
630	4937
9722	381139
76	84471
589	154259
291	25233
1324	310261
6068	232478
2966	569804
5	2
940	434459
80	76975
1035	58186
403	115
503	68
29924	1602834
18896	1012135
1374	73600
39	2086
2560	137099
11	573
7042	377210
2	131
2493686	4665928
21842	382498
6892	107881
2260590	2450433
140653	1357899
1870	33519
61839	333697
544794	31999338
2800	42865
780	26813
425325	21144190
7314	884499
3598	424992
61215	4247717
8757	729233
23071	2149325
4518	954538
7416	1395166
2767277	6078033
16763	331070
851	11738
2596703	4008438
108230	1229545
18326	324071
26404	173172
450344	32178713
352437	21737604
7742	896865
2048	270045
34723	2956401
2805	276533
32395	3294655
6677	1017064
11517	1729545
3146900	6679073
21108	476047
3002694	4751292
123098	1451735
296770	26875053
30	1310
198879	16386428
7019	867561
8653	945572
16548	1151949
6354	604474
42421	4442972
6199	541163
10668	1933624
2660318	5144179
19481	375712
2519452	3633614
121385	1134853
322571	25144779
313	25578
213552	14484741
945	74804
4507	338857
2539	233977
26	1146
79897	7187020
11059	903177
9733	1895479
2376975	4659800
25900	398646
14780	12513
768	10953
1996414	2140876
165699	1348298
5876	90642
10440	180563
157098	477308
445761	27341627
1855	367623
359934	20289233
1000	111889
60863	3819531
11443	1144718
600	10081
3873	611417
6193	987136
6277	23891
6277	23891
5260	26373
5260	26373
3124	26655
3124	26655
381578	1559865
28175	965
1559	83829
844	6633
262896	833950
66548	381351
18980	60216
2576	192921
6367965	2301100
11466	331780
53038	93499
137816	249636
468	1921
4685165	793748
267631	452854
50880	231332
1161500	146330
10403	28284
10403	28284
14829	545395
10	282
475	5934
444	30470
1441	740
10293	279074
1887	205426
279	23469
39132	758465
40	1068
285	23726
822	57693
38	465
11131	363239
8150	262683
274	8932
18392	40657
49528	1021364
103	19218
1173	8824
15101	504472
19610	325914
1042	25936
12499	137000
2513	73748
1172	44493
1341	29256
1719	48587
528	15857
1191	32731
3523	87575
797	24635
2726	62940
2765	71447
1479	44227
1286	27219
4171	82558
1092	30737
3078	51821
26466	9532024
22517	8358921
1713	246240
2236	926863
27114	10923433
24365	9974152
1149	167192
1600	782089
685129	4401055
400	602
162	21205
675280	3949227
2272	236221
7015	193800
26371	11146504
21790	9660916
1407	212927
1222	197692
1952	1074968
428154	4068995
150	562
5187	66303
400829	3272100
1488	179690
19240	531440
1260	18901
104910	431388
96901	162952
76	1774
1063	59725
598	18077
6170	186065
102	2794
24479	11136344
24098	11083504
297	49997
84	2843
419946	3853698
25902	294199
1728	187998
374802	2902136
7775	145475
